RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_AVERAGE_FIX_PUPIL_SIZE,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,IA_FIXATION_%,IA_FIXATION_COUNT,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_LABEL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_SKIP,IA_RUN_COUNT,sno,assertion,IA_FIRST_RUN_FIXATION_%,cond_remark,cleaned_tokens,backward_reg_count,forward_reg_count,total_reg_count,Clicked,token,Intensity_Category,Intensity_Category_Binary,Pupilsize_variation,index
p31,9,"[1390.0, 1435.0, 1414.0, 1348.0, 1294.0, 1183.71]",3316.0,15,"[0.1333, 0.0667, 0.0667, 0.1333, 0.0667, 0.4667]","[2, 1, 1, 2, 1, 7]","[0.0974, 0.0838, 0.0624, 0.0905, 0.0669, 0.5615]","[148.0, 278.0, 207.0, 128.0, 222.0, 181.0]",Word 1,"[1396.0, 1435.0, 1414.0, 1373.0, 1294.0, 1259.0]","[1384.0, 1435.0, 1414.0, 1323.0, 1294.0, 1121.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.1333, 0.0667, 0.0667, 0.1333, 0.0667, 0.4667]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0, 0, 0, 1, 0, 0]",,hate,1,"[12.0, 0.0, 0.0, 50.0, 0.0, 138.0]",2074.0
p31,13,"[1241.0, 1247.8, 1294.5, 1278.8, 1276.8, 1266.75]",6440.0,31,"[0.129, 0.3226, 0.0645, 0.1613, 0.1613, 0.129]","[4, 10, 2, 5, 5, 4]","[0.1179, 0.3658, 0.0443, 0.1273, 0.1752, 0.1488]","[124.0, 224.0, 133.0, 266.0, 240.0, 143.0]",Word 1,"[1313.0, 1323.0, 1307.0, 1318.0, 1324.0, 1321.0]","[1194.0, 1157.0, 1282.0, 1223.0, 1235.0, 1192.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[3.0, 2.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 5.0, 2.0, 5.0, 4.0, 4.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0645, 0.0968, 0.0323, 0.0323, 0.0323, 0.0323]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 2.0, 0.0, 3.0]","[3.0, 5.0, 2.0, 3.0, 4.0, 0.0]","[3.0, 5.0, 2.0, 5.0, 4.0, 3.0]","[0, 0, 1, 0, 0, 0]",,neutral,0,"[119.0, 166.0, 25.0, 95.0, 89.0, 129.0]",2078.0
p31,35,"[1190.3, 1190.3, 1287.0, 1190.3, 1241.0, 1148.5, 1164.0, 1111.0]",2175.0,13,"[0.0, 0.0, 0.1538, 0.0, 0.0769, 0.1538, 0.0769, 0.1538]","[0, 0, 2, 0, 1, 2, 1, 2]","[0.0, 0.0, 0.172, 0.0, 0.069, 0.1228, 0.0772, 0.1991]","[166.8, 166.8, 178.0, 166.8, 150.0, 146.0, 168.0, 192.0]",Word 1,"[1207.8, 1207.8, 1312.0, 1207.8, 1241.0, 1211.0, 1164.0, 1111.0]","[1172.8, 1172.8, 1262.0, 1172.8, 1241.0, 1086.0, 1164.0, 1111.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.09228, 0.09228, 0.1538, 0.09228, 0.0769, 0.0769, 0.0769, 0.0769]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 1, 1, 1]",,neutral,0,"[35.0, 35.0, 50.0, 35.0, 0.0, 125.0, 0.0, 0.0]",2100.0
p32,45,"[1026.33, 973.0, 981.2, 1059.0, 1009.8825, 1009.8825, 1009.8825, 1009.8825]",4663.0,27,"[0.2222, 0.037, 0.1852, 0.037, 0.0, 0.0, 0.0, 0.0]","[6, 1, 5, 1, 0, 0, 0, 0]","[0.2522, 0.0489, 0.2082, 0.032, 0.0, 0.0, 0.0, 0.0]","[307.0, 228.0, 175.0, 149.0, 214.75, 214.75, 214.75, 214.75]",Word 1,"[1154.0, 973.0, 1043.0, 1059.0, 1057.25, 1057.25, 1057.25, 1057.25]","[957.0, 973.0, 931.0, 1059.0, 980.0, 980.0, 980.0, 980.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0741, 0.037, 0.0741, 0.037, 0.05555, 0.05555, 0.05555, 0.05555]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",,positive,0,"[197.0, 0.0, 112.0, 0.0, 77.25, 77.25, 77.25, 77.25]",2200.0
p32,69,"[1109.0, 1113.0, 1111.0, 1111.0, 1111.0, 1111.0]",2318.0,15,"[0.0667, 0.0667, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","[0.0733, 0.0945, 0.0, 0.0, 0.0, 0.0]","[170.0, 219.0, 194.5, 194.5, 194.5, 194.5]",Word 1,"[1109.0, 1113.0, 1111.0, 1111.0, 1111.0, 1111.0]","[1109.0, 1113.0, 1111.0, 1111.0, 1111.0, 1111.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0667, 0.0667, 0.0667, 0.0667, 0.0667, 0.0667]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]",,positive,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2224.0
p33,82,"[597.67, 582.67, 579.9, 595.2879999999999, 608.2, 595.2879999999999, 595.2879999999999, 608.0]",8015.0,43,"[0.1395, 0.0698, 0.2326, 0.0, 0.1163, 0.0, 0.0, 0.0233]","[6, 3, 10, 0, 5, 0, 0, 1]","[0.1218, 0.0489, 0.2418, 0.0, 0.1164, 0.0, 0.0, 0.0109]","[86.0, 95.0, 119.0, 111.2, 169.0, 111.2, 111.2, 87.0]",Word 1,"[649.0, 630.0, 630.0, 630.0, 633.0, 630.0, 630.0, 608.0]","[545.0, 556.0, 555.0, 568.6, 579.0, 568.6, 568.6, 608.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0465, 0.0233, 0.0233, 0.03258, 0.0465, 0.03258, 0.03258, 0.0233]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 1.0, 4.0, 0.0, 2.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 6.0, 0.0, 3.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",,positive,0,"[104.0, 74.0, 75.0, 61.4, 54.0, 61.4, 61.4, 0.0]",2327.0
p33,83,"[593.17, 607.4, 606.75, 606.6, 610.0, 575.75]",8526.0,45,"[0.1333, 0.1111, 0.1778, 0.1111, 0.0444, 0.1778]","[6, 5, 8, 5, 2, 8]","[0.1267, 0.0983, 0.1498, 0.1463, 0.0344, 0.1595]","[178.0, 77.0, 112.0, 251.0, 138.0, 221.0]",Word 1,"[630.0, 633.0, 622.0, 620.0, 612.0, 597.0]","[574.0, 575.0, 581.0, 588.0, 608.0, 557.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 3.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 6.0, 4.0, 2.0, 4.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0222, 0.0222, 0.0222, 0.0444, 0.0222, 0.0444]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 2.0, 1.0, 0.0, 0.0, 3.0]","[3.0, 2.0, 3.0, 3.0, 2.0, 0.0]","[3.0, 4.0, 4.0, 3.0, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]",,positive,0,"[56.0, 58.0, 41.0, 32.0, 4.0, 40.0]",2328.0
p33,89,"[639.0, 623.14, 631.4, 614.0, 621.33, 640.0]",4736.0,27,"[0.037, 0.2593, 0.1852, 0.0741, 0.2222, 0.037]","[1, 7, 5, 2, 6, 1]","[0.0234, 0.2378, 0.1746, 0.0682, 0.3045, 0.023]","[111.0, 112.0, 136.0, 249.0, 94.0, 109.0]",Word 1,"[639.0, 647.0, 651.0, 615.0, 644.0, 640.0]","[639.0, 604.0, 604.0, 613.0, 605.0, 640.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 4.0, 1.0, 1.0, 2.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 5.0, 5.0, 2.0, 5.0, 1.0]",81,Frauen schaffen oft den größten Spaß.,"[0.037, 0.037, 0.037, 0.037, 0.037, 0.037]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 2.0, 1.0, 3.0, 0.0]","[1.0, 4.0, 3.0, 1.0, 1.0, 0.0]","[1.0, 5.0, 5.0, 2.0, 4.0, 0.0]","[0, 0, 0, 0, 0, 0]",,positive,0,"[0.0, 43.0, 47.0, 2.0, 39.0, 0.0]",2334.0
p34,7,"[1552.0, 1290.5, 1282.8, 1316.4714285714283, 1264.0, 1285.5, 1247.0, 1293.5]",7116.0,26,"[0.1538, 0.0769, 0.1923, 0.0, 0.0385, 0.0769, 0.0769, 0.1538]","[4, 2, 5, 0, 1, 2, 2, 4]","[0.1144, 0.0814, 0.1463, 0.0, 0.0403, 0.0852, 0.0402, 0.225]","[133.0, 105.0, 137.0, 171.57142857142858, 287.0, 293.0, 65.0, 181.0]",Word 1,"[1781.0, 1409.0, 1389.0, 1399.142857142857, 1264.0, 1320.0, 1320.0, 1311.0]","[1298.0, 1172.0, 1165.0, 1226.0, 1264.0, 1251.0, 1174.0, 1258.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 5.0, 0.0, 1.0, 2.0, 2.0, 2.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.1154, 0.0385, 0.0385, 0.0549714285714285, 0.0385, 0.0385, 0.0385, 0.0769]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 2.0]","[2.0, 2.0, 3.0, 0.0, 0.0, 2.0, 1.0, 0.0]","[2.0, 2.0, 5.0, 0.0, 1.0, 2.0, 1.0, 2.0]","[0, 0, 0, 0, 1, 1, 0, 0]",,hate,1,"[483.0, 237.0, 224.0, 173.14285714285714, 0.0, 69.0, 146.0, 53.0]",2342.0
p34,87,"[1553.0, 1566.5, 1466.3333333333333, 1466.3333333333333, 1279.5, 1466.3333333333333]",2575.0,13,"[0.0769, 0.1538, 0.0, 0.0, 0.1538, 0.0]","[1, 2, 0, 0, 2, 0]","[0.0777, 0.1177, 0.0, 0.0, 0.1903, 0.0]","[200.0, 146.0, 150.66666666666666, 150.66666666666666, 106.0, 150.66666666666666]",Word 1,"[1553.0, 1573.0, 1499.3333333333333, 1499.3333333333333, 1372.0, 1499.3333333333333]","[1553.0, 1560.0, 1433.3333333333333, 1433.3333333333333, 1187.0, 1433.3333333333333]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 2.0, 0.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0769, 0.1538, 0.1025333333333333, 0.1025333333333333, 0.0769, 0.1025333333333333]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 1, 1, 1]",,positive,0,"[0.0, 13.0, 66.0, 66.0, 185.0, 66.0]",2422.0
p35,20,"[961.0, 971.462, 966.71, 1000.5, 971.5, 957.6]",4860.0,26,"[0.0769, 0.0, 0.2692, 0.1538, 0.0769, 0.3846]","[2, 0, 7, 4, 2, 10]","[0.0926, 0.0, 0.2325, 0.1364, 0.0237, 0.4936]","[189.0, 168.6, 181.0, 223.0, 70.0, 180.0]",Word 1,"[969.0, 1015.6, 1053.0, 1050.0, 1001.0, 1005.0]","[953.0, 922.6, 890.0, 904.0, 942.0, 924.0]","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 0.0, 3.0, 3.0, 2.0, 3.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0385, 0.10002, 0.1154, 0.0385, 0.0385, 0.2692]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 1.0, 1.0, 0.0, 2.0]","[2.0, 0.0, 2.0, 2.0, 2.0, 0.0]","[2.0, 0.0, 3.0, 3.0, 2.0, 2.0]","[0, 0, 1, 1, 0, 0]",,hate,1,"[16.0, 93.0, 163.0, 146.0, 59.0, 81.0]",2445.0
p35,31,"[990.67, 1008.0, 974.5, 1040.0, 1006.3616666666668, 1067.0, 1006.3616666666668, 958.0]",3071.0,24,"[0.125, 0.0417, 0.0833, 0.0417, 0.0, 0.0417, 0.0, 0.1667]","[3, 1, 2, 1, 0, 1, 0, 4]","[0.1416, 0.0554, 0.069, 0.0326, 0.0, 0.0303, 0.0, 0.1179]","[218.0, 170.0, 94.0, 100.0, 124.83333333333331, 93.0, 124.83333333333331, 74.0]",Word 1,"[1034.0, 1008.0, 1006.0, 1040.0, 1026.1666666666667, 1067.0, 1026.1666666666667, 1002.0]","[950.0, 1008.0, 943.0, 1040.0, 985.1666666666666, 1067.0, 985.1666666666666, 903.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 2.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0417, 0.0417, 0.0417, 0.0417, 0.0486333333333333, 0.0417, 0.0486333333333333, 0.0833]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0]","[2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[0, 0, 0, 0, 0, 1, 0, 0]",,hate,1,"[84.0, 0.0, 63.0, 0.0, 41.0, 0.0, 41.0, 99.0]",2456.0
p35,45,"[973.0, 965.2, 967.4, 967.4, 967.4, 964.0]",3180.0,18,"[0.0556, 0.2778, 0.0, 0.0, 0.0, 0.1111]","[1, 5, 0, 0, 0, 2]","[0.0296, 0.311, 0.0, 0.0, 0.0, 0.0981]","[94.0, 58.0, 100.33333333333331, 100.33333333333331, 100.33333333333331, 149.0]",Word 1,"[973.0, 1023.0, 1011.6666666666666, 1011.6666666666666, 1011.6666666666666, 1039.0]","[973.0, 863.0, 908.3333333333334, 908.3333333333334, 908.3333333333334, 889.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 0.0, 0.0, 0.0, 2.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0556, 0.1667, 0.0926333333333333, 0.0926333333333333, 0.0926333333333333, 0.0556]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]",,neutral,0,"[0.0, 160.0, 103.33333333333331, 103.33333333333331, 103.33333333333331, 150.0]",2470.0
p36,7,"[1741.0, 1620.67, 1570.0, 1547.5, 1439.5, 1466.0]",5085.0,18,"[0.0556, 0.1667, 0.1111, 0.1111, 0.2222, 0.1111]","[1, 3, 2, 2, 4, 2]","[0.0279, 0.1268, 0.084, 0.1076, 0.3168, 0.1152]","[142.0, 121.0, 198.0, 228.0, 146.0, 298.0]",Word 1,"[1741.0, 1731.0, 1762.0, 1603.0, 1561.0, 1520.0]","[1741.0, 1531.0, 1378.0, 1492.0, 1299.0, 1412.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 2.0, 2.0, 4.0, 2.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 1.0, 1.0, 2.0]","[1.0, 2.0, 2.0, 1.0, 2.0, 0.0]","[1.0, 2.0, 2.0, 2.0, 3.0, 2.0]","[1, 0, 0, 0, 1, 1]",,hate,1,"[0.0, 200.0, 384.0, 111.0, 262.0, 108.0]",2522.0
p36,69,"[1475.5, 1359.0, 1343.0, 1304.0, 1266.3814285714286, 1192.67, 1149.0, 1041.5]",2319.0,12,"[0.1667, 0.0833, 0.0833, 0.0833, 0.0, 0.25, 0.0833, 0.1667]","[2, 1, 1, 1, 0, 3, 1, 2]","[0.1514, 0.085, 0.0798, 0.1031, 0.0, 0.2204, 0.0923, 0.2126]","[198.0, 197.0, 185.0, 239.0, 234.7142857142857, 135.0, 214.0, 475.0]",Word 1,"[1525.0, 1359.0, 1343.0, 1304.0, 1283.7142857142858, 1227.0, 1149.0, 1079.0]","[1426.0, 1359.0, 1343.0, 1304.0, 1249.571428571429, 1162.0, 1149.0, 1004.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.1667, 0.0833, 0.0833, 0.0833, 0.1190428571428571, 0.1667, 0.0833, 0.1667]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0]",,hate,1,"[99.0, 0.0, 0.0, 0.0, 34.142857142857146, 65.0, 0.0, 75.0]",2584.0
p36,70,"[1424.0, 1359.0, 1367.0, 1388.0, 1257.0, 1090.86]",3334.0,13,"[0.0769, 0.0769, 0.0769, 0.0769, 0.0769, 0.5385]","[1, 1, 1, 1, 1, 7]","[0.0735, 0.0759, 0.0642, 0.1056, 0.0534, 0.5888]","[245.0, 253.0, 214.0, 352.0, 178.0, 162.0]",Word 1,"[1424.0, 1359.0, 1367.0, 1388.0, 1257.0, 1201.0]","[1424.0, 1359.0, 1367.0, 1388.0, 1257.0, 996.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0769, 0.0769, 0.0769, 0.0769, 0.0769, 0.5385]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0, 0, 0, 0, 0, 1]",,positive,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 205.0]",2585.0
p37,8,"[1430.0, 1300.0, 1530.67, 1429.33, 1453.5, 1441.78, 1423.38, 1461.67]",6858.0,36,"[0.0278, 0.0278, 0.0833, 0.0833, 0.1111, 0.25, 0.2222, 0.0833]","[1, 1, 3, 3, 4, 9, 8, 3]","[0.0357, 0.044, 0.0865, 0.0889, 0.0954, 0.2622, 0.2165, 0.0957]","[245.0, 302.0, 210.0, 181.0, 159.0, 136.0, 212.0, 84.0]",Word 1,"[1430.0, 1300.0, 1788.0, 1505.0, 1497.0, 1498.0, 1465.0, 1506.0]","[1430.0, 1300.0, 1392.0, 1380.0, 1420.0, 1322.0, 1298.0, 1436.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 0.0, 2.0, 1.0, 2.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 2.0, 3.0, 3.0, 7.0, 7.0, 3.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0278, 0.0278, 0.0556, 0.0278, 0.0278, 0.0556, 0.0278, 0.0278]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 3.0, 3.0, 5.0, 3.0, 0.0]","[1.0, 1.0, 2.0, 3.0, 3.0, 7.0, 6.0, 3.0]","[1, 0, 1, 0, 0, 1, 0, 0]",,positive,0,"[0.0, 0.0, 396.0, 125.0, 77.0, 176.0, 167.0, 70.0]",2613.0
